epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.6082289814949036,0.6565685272216797,0.07077430933713913,0.5972222089767456,0.6254545450210571,0.8181818127632141,0.9021857976913452,0.02625357359647751,0.779411792755127,0.8833333253860474
16,0.6404293179512024,0.6679705381393433,0.07122144103050232,0.633093535900116,0.6399999856948853,0.7520661354064941,0.8785518407821655,0.030363192781805992,0.7142857313156128,0.8333333134651184
17,0.6118068099021912,0.666702926158905,0.06997101753950119,0.6050724387168884,0.607272744178772,0.8016529083251953,0.8693988919258118,0.03067047707736492,0.800000011920929,0.800000011920929
18,0.6565295457839966,0.70072340965271,0.06267496198415756,0.6590038537979126,0.6254545450210571,0.7933884263038635,0.8852459192276001,0.02893466129899025,0.8070175647735596,0.7666666507720947
19,0.6887298822402954,0.7325928211212158,0.06123732030391693,0.6810035705566406,0.6909090876579285,0.8099173307418823,0.896038293838501,0.02734179049730301,0.8135592937469482,0.800000011920929
20,0.6672629714012146,0.7206850051879883,0.05900852009654045,0.6594982147216797,0.6690909266471863,0.8099173307418823,0.9053278565406799,0.025904273614287376,0.8032786846160889,0.8166666626930237
21,0.663685142993927,0.7238092422485352,0.0597686693072319,0.6641509532928467,0.6399999856948853,0.8016529083251953,0.9010928869247437,0.026345714926719666,0.78125,0.8333333134651184
22,0.6654740571975708,0.7421831488609314,0.05811131000518799,0.6629629731178284,0.6509090662002563,0.8016529083251953,0.9019125699996948,0.026367638260126114,0.7727272510528564,0.8500000238418579
23,0.6690518856048584,0.7198271751403809,0.06245832517743111,0.658450722694397,0.6800000071525574,0.8016529083251953,0.9054644107818604,0.02559472620487213,0.7727272510528564,0.8500000238418579
24,0.6887298822402954,0.7432202696800232,0.05773896351456642,0.6784452199935913,0.6981818079948425,0.8264462947845459,0.9083333015441895,0.025261884555220604,0.7910447716712952,0.8833333253860474
25,0.6976743936538696,0.7683674693107605,0.05599154904484749,0.680272102355957,0.7272727489471436,0.8429751992225647,0.9140710234642029,0.02464710734784603,0.8059701323509216,0.8999999761581421
26,0.7137746214866638,0.7921831011772156,0.048806820064783096,0.7090908885002136,0.7090908885002136,0.8512396812438965,0.9139344692230225,0.02465713769197464,0.8181818127632141,0.8999999761581421
27,0.7012522220611572,0.7613571882247925,0.05763205885887146,0.699999988079071,0.6872727274894714,0.8429751992225647,0.911475419998169,0.02492496743798256,0.8059701323509216,0.8999999761581421
28,0.7155635356903076,0.7917541265487671,0.051168300211429596,0.7071428298950195,0.7200000286102295,0.8347107172012329,0.9096993803977966,0.02513168379664421,0.8030303120613098,0.8833333253860474
29,0.6976743936538696,0.7674840092658997,0.0526038333773613,0.6853147149085999,0.7127272486686707,0.8347107172012329,0.9117486476898193,0.024816473945975304,0.8030303120613098,0.8833333253860474
30,0.6869409680366516,0.7465428709983826,0.05394478887319565,0.6798561215400696,0.6872727274894714,0.8429751992225647,0.9135245680809021,0.024571377784013748,0.8059701323509216,0.8999999761581421
31,0.6958855390548706,0.7551984786987305,0.055451616644859314,0.692307710647583,0.6872727274894714,0.8429751992225647,0.9146174192428589,0.02430330216884613,0.8059701323509216,0.8999999761581421
32,0.663685142993927,0.7399424314498901,0.060205940157175064,0.6581818461418152,0.6581818461418152,0.8429751992225647,0.9183059930801392,0.024047579616308212,0.8059701323509216,0.8999999761581421
33,0.7245080471038818,0.7887451648712158,0.05258505791425705,0.7249070405960083,0.7090908885002136,0.8429751992225647,0.9178962111473083,0.023954126983880997,0.8059701323509216,0.8999999761581421
34,0.7173523902893066,0.7830345630645752,0.052256062626838684,0.703832745552063,0.7345454692840576,0.8429751992225647,0.9154371023178101,0.024079972878098488,0.8059701323509216,0.8999999761581421
35,0.71198570728302,0.7818886041641235,0.05024952441453934,0.6993007063865662,0.7272727489471436,0.8429751992225647,0.9166666269302368,0.024029728025197983,0.8059701323509216,0.8999999761581421
36,0.6851520538330078,0.757483959197998,0.0527314692735672,0.6701030731201172,0.7090908885002136,0.8429751992225647,0.9180327653884888,0.023976748809218407,0.8059701323509216,0.8999999761581421
37,0.7370303869247437,0.8149360418319702,0.045237068086862564,0.7269503474235535,0.7454545497894287,0.8429751992225647,0.9185792207717896,0.023933161050081253,0.8059701323509216,0.8999999761581421
38,0.722719132900238,0.7930858135223389,0.05024522542953491,0.720588207244873,0.7127272486686707,0.8512396812438965,0.9184426069259644,0.023919008672237396,0.8181818127632141,0.8999999761581421
39,0.7012522220611572,0.7648335695266724,0.05808861926198006,0.6970803141593933,0.6945454478263855,0.8429751992225647,0.9193989038467407,0.023883968591690063,0.8059701323509216,0.8999999761581421
